,0_x,0_y
"('2021 Non Covid-19', 'Comput Chem Eng')",1,0.3289473684210526
"('2021 Non Covid-19', 'Comput Math Methods Med')",1,0.3289473684210526
"('2021 Non Covid-19', 'Comput Soc Netw')",1,0.3289473684210526
"('2021 Non Covid-19', 'Comput Struct Biotechnol J')",1,0.3289473684210526
"('2021 Non Covid-19', 'Curr Med Sci')",1,0.3289473684210526
"('2021 Non Covid-19', 'Dyn Games Appl')",1,0.3289473684210526
"('2021 Non Covid-19', 'EClinicalMedicine')",1,0.3289473684210526
"('2021 Non Covid-19', 'Elife')",1,0.3289473684210526
"('2021 Non Covid-19', 'Entropy (Basel)')",1,0.3289473684210526
"('2021 Non Covid-19', 'Environ Health Prev Med')",1,0.3289473684210526
"('2021 Non Covid-19', 'Epidemiol Infect')",1,0.3289473684210526
"('2021 Non Covid-19', 'Epidemiology')",1,0.3289473684210526
"('2021 Non Covid-19', 'Eur J Oper Res')",1,0.3289473684210526
"('2021 Non Covid-19', 'Eur Phys J Spec Top')",1,0.3289473684210526
"('2021 Non Covid-19', 'Euro Surveill')",1,0.3289473684210526
"('2021 Non Covid-19', 'Front Public Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'Future Gener Comput Syst')",1,0.3289473684210526
"('2021 Non Covid-19', 'Health Care Manag Sci')",1,0.3289473684210526
"('2021 Non Covid-19', 'Healthcare (Basel)')",1,0.3289473684210526
"('2021 Non Covid-19', 'Heliyon')",1,0.3289473684210526
"('2021 Non Covid-19', 'Hum Vaccin Immunother')",1,0.3289473684210526
"('2021 Non Covid-19', 'Inf Process Manag')",1,0.3289473684210526
"('2021 Non Covid-19', 'Infect Dis Poverty')",1,0.3289473684210526
"('2021 Non Covid-19', 'Insects')",1,0.3289473684210526
"('2021 Non Covid-19', 'Int J Control Autom Syst')",1,0.3289473684210526
"('2021 Non Covid-19', 'Int J Health Geogr')",1,0.3289473684210526
"('2021 Non Covid-19', 'Int J Numer Method Biomed Eng')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Adolesc Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Am Med Inform Assoc')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Arthropod Borne Dis')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Chem Sci (Bangalore)')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Clin Epidemiol')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Clin Med')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Clin Tuberc Other Mycobact Dis')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Clin Virol')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Epidemiol')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Fungi (Basel)')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Glob Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Infect')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Infect Dis')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Int AIDS Soc')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Intell Inf Syst')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Math Anal Appl')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Optim Theory Appl')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Public Health Res')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Taibah Univ Med Sci')",1,0.3289473684210526
"('2021 Non Covid-19', 'J Vet Res')",1,0.3289473684210526
"('2021 Non Covid-19', 'JMIR Public Health Surveill')",1,0.3289473684210526
"('2021 Non Covid-19', 'Jpn J Ophthalmol')",1,0.3289473684210526
"('2021 Non Covid-19', 'Lancet Digit Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'Lancet HIV')",1,0.3289473684210526
"('2021 Non Covid-19', 'Lancet Planet Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'Math Biosci')",1,0.3289473684210526
"('2021 Non Covid-19', 'Math Biosci Eng')",1,0.3289473684210526
"('2021 Non Covid-19', 'Mayo Clin Proc')",1,0.3289473684210526
"('2021 Non Covid-19', 'Medicine (Baltimore)')",1,0.3289473684210526
"('2021 Non Covid-19', 'Model Earth Syst Environ')",1,0.3289473684210526
"('2021 Non Covid-19', 'Nat Commun')",1,0.3289473684210526
"('2021 Non Covid-19', 'Nonlinear Dyn')",1,0.3289473684210526
"('2021 Non Covid-19', 'One Health')",1,0.3289473684210526
"('2021 Non Covid-19', 'PLoS Med')",1,0.3289473684210526
"('2021 Non Covid-19', 'Patterns (N Y)')",1,0.3289473684210526
"('2021 Non Covid-19', 'Prev Vet Med')",1,0.3289473684210526
"('2021 Non Covid-19', 'R Soc Open Sci')",1,0.3289473684210526
"('2021 Non Covid-19', 'Res Sq')",1,0.3289473684210526
"('2021 Non Covid-19', 'Rev Inst Med Trop Sao Paulo')",1,0.3289473684210526
"('2021 Non Covid-19', 'Rev Soc Bras Med Trop')",1,0.3289473684210526
"('2021 Non Covid-19', 'SN Comput Sci')",1,0.3289473684210526
"('2021 Non Covid-19', 'Sci Adv')",1,0.3289473684210526
"('2021 Non Covid-19', 'Sex Transm Infect')",1,0.3289473684210526
"('2021 Non Covid-19', 'Vaccine X')",1,0.3289473684210526
"('2021 Non Covid-19', 'Wellcome Open Res')",1,0.3289473684210526
"('2021 Non Covid-19', 'Z Angew Math Phys')",1,0.3289473684210526
"('2021 Non Covid-19', 'Z Gesundh Wiss')",1,0.3289473684210526
