,PMID,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,Disease,Model,Publication_Year,Journal
288,34567593,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,R Soc Open Sci
289,34567282,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Air Qual Atmos Health
290,34566882,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Anal Math Phys
291,34566221,True,False,True,False,False,General (theoretical model),Multiple,2021 Non Covid-19,Future Gener Comput Syst
292,34559815,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,PLoS One
293,34556681,True,False,True,True,True,Covid-19,Multiple,2021 Covid-19,Sci Rep
294,34552726,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,J Glob Health
295,34552139,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,Sci Rep
296,34551108,False,False,False,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,J Infect Dis
297,34550488,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
298,34550465,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
299,34548702,False,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Soc Sci Q
300,34547363,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Math Biosci
301,34541519,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Front Artif Intell
302,34539296,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Appl Math Comput
303,34538991,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Pattern Recognit Lett
304,34538699,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,Vaccine
305,34534205,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
306,34529036,True,False,True,True,True,General (theoretical model),Agent-based,2021 Non Covid-19,Bioinformatics
307,34527265,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,R Soc Open Sci
308,34525112,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
309,34521916,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
310,34520691,True,False,True,True,True,Dengue,Time Series,2021 Non Covid-19,J R Soc Interface
311,34514293,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,Adv Theory Simul
312,34514179,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Heliyon
313,34513550,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Environ Sci Eur
314,34512113,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Comput Math Organ Theory
315,34512104,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Trans GIS
316,34511751,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Transp Res Part C Emerg Technol
317,34511724,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Nonlinear Dyn
318,34511711,True,False,False,False,False,Covid-19,Agent-based,2021 Covid-19,Physica A
319,34510006,True,False,True,False,True,Gonorrhea,Time Series,2021 Non Covid-19,Sex Transm Infect
320,34508349,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Health Policy Plan
321,34507859,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Vaccine
322,34501616,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Environ Res Public Health
323,34499681,True,False,True,False,True,Covid-19,Multiple,2021 Covid-19,PLoS One
324,34497742,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Disaster Risk Reduct
325,34496857,True,False,True,False,False,General (theoretical model),Spatiotemporal,2021 Non Covid-19,BMC Biol
326,34495965,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS Comput Biol
327,34493935,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Int J Control Autom Syst
328,34493902,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
329,34493510,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMJ Open
330,34493272,True,False,True,False,False,Lumpy skin disease,Compartmental,2021 Non Covid-19,BMC Vet Res
331,34493226,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Public Health
332,34485738,True,False,True,False,False,Influenza illnesses,Agent-based,2021 Non Covid-19,Heliyon
333,34483725,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Stoch Environ Res Risk Assess
334,34483720,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Soft comput
335,34482186,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Epidemics
336,34482101,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Public Health
337,34480062,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Sci Rep
338,34478923,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Comput Biol Med
339,34474189,True,False,False,True,False,Covid-19,Compartmental,2021 Covid-19,J Biomed Inform
340,34473809,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
341,34473711,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,PLoS One
342,34469429,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,PLoS One
343,34466764,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Geohealth
344,34466760,True,False,True,False,False,HFMD,Time Series,2021 Non Covid-19,Infect Dis Model
345,34458082,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Results Phys
346,34456557,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Arch Comput Methods Eng
347,34456533,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Dyn Differ Equ
348,34456179,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Lancet Digit Health
349,34452040,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Vaccines (Basel)
350,34449743,True,False,True,False,False,Ebola,Compartmental,2021 Non Covid-19,Trop Med Infect Dis
351,34449629,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Rep
352,34449401,True,False,True,True,False,Covid-19,Time Series,2021 Covid-19,J Med Internet Res
353,34446011,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,BMC Med
354,34444409,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,Int J Environ Res Public Health
355,34437531,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
356,34428971,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Proc Biol Sci
357,34428950,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,J R Soc Interface
358,34428329,True,False,False,True,False,Covid-19,Time Series,2021 Covid-19,Health Econ
359,34428212,True,False,True,False,True,HFMD,Spatiotemporal,2021 Non Covid-19,PLoS One
360,34426808,True,False,True,True,True,Malaria,Time Series,2021 Non Covid-19,Res Sq
361,34426804,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Lancet Reg Health West Pac
362,34426791,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Beni Suef Univ J Basic Appl Sci
363,34425301,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Epidemics
364,34425136,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J Theor Biol
365,34421125,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Inf Sci (N Y)
366,34419601,True,False,True,True,True,General (theoretical model),Compartmental,2021 Non Covid-19,Ann Epidemiol
367,34415941,True,False,True,False,False,General (theoretical model),Spatiotemporal,2021 Non Covid-19,PLoS One
368,34414342,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Model
369,34414067,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Sustain Cities Soc
370,34413555,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Pattern Recognit Lett
371,34412581,True,False,True,False,False,HFRS,Time Series,2021 Non Covid-19,BMC Infect Dis
372,34411182,True,False,True,False,True,Covid-19,Time Series,2021 Covid-19,PLoS One
373,34408076,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Proc Natl Acad Sci U S A
374,34407487,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,J Biomed Inform
375,34407115,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,PLoS One
376,34407105,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,PLoS One
377,34403783,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,Int J Infect Dis
378,34401893,False,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,medRxiv
379,34401401,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Swiss J Econ Stat
380,34401224,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Results Phys
381,34397825,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Medicine (Baltimore)
382,34396152,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,SN Comput Sci
383,34395364,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Front Public Health
384,34395158,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Arab J Sci Eng
385,34394298,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Afr Health Sci
386,34393387,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Expert Syst Appl
387,34393261,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Genus
388,34391402,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,BMC Infect Dis
389,34384411,True,False,True,False,True,Influenza illnesses,Compartmental,2021 Non Covid-19,BMC Public Health
390,34383788,True,False,True,False,False,Syphilis,Spatiotemporal,2021 Non Covid-19,PLoS Negl Trop Dis
391,34381100,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
392,34381096,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Sci Rep
393,34380721,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,BMJ Open
394,34379641,True,False,True,True,True,Dengue,Spatiotemporal,2021 Non Covid-19,PLoS Negl Trop Dis
395,34377879,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,Geohealth
396,34377623,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Eur Phys J Plus
397,34376920,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Nonlinear Dyn
398,34375559,True,False,True,False,True,West Nile virus,Agent-based,2021 Non Covid-19,Proc Biol Sci
399,34374438,False,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Stat Med
400,34373859,False,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,medRxiv
401,34370734,True,False,True,True,True,Dengue,Agent-based,2021 Non Covid-19,PLoS Negl Trop Dis
402,34368752,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Glob Epidemiol
403,34362947,True,False,True,False,False,General (theoretical model),Agent-based,2021 Non Covid-19,Sci Rep
404,34362936,True,False,False,True,False,Covid-19,Agent-based,2021 Covid-19,Sci Rep
405,34362150,True,False,True,False,False,Multiple different agents,Time Series,2021 Non Covid-19,J Clin Med
406,34360504,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Int J Environ Res Public Health
407,34358241,True,False,True,False,True,Unspecified (super-category),Time Series,2021 Non Covid-19,PLoS One
408,34358151,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Vaccines (Basel)
409,34356522,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Biology (Basel)
410,34354055,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,Nat Commun
411,34353525,True,False,False,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Spat Spatiotemporal Epidemiol
412,34352565,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Comput Biol Chem
413,34347175,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Eur J Health Econ
414,34347060,False,False,False,False,False,Resistant bacteria,Agent-based,2021 Non Covid-19,JAMA Netw Open
415,34346897,True,False,False,True,True,Covid-19,Time Series,2021 Covid-19,JMIR Public Health Surveill
416,34345875,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,Lancet Reg Health West Pac
417,34344351,True,False,True,False,False,RSV,Time Series,2021 Non Covid-19,BMC Infect Dis
418,34344318,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Infect Dis
419,34339424,True,False,True,False,True,HFMD,Spatiotemporal,2021 Non Covid-19,PLoS One
420,34336986,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Front Appl Math Stat
421,34335995,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Cogn Neurodyn
422,34335122,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Appl Soft Comput
423,34335018,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Arch Comput Methods Eng
424,34334951,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
425,34334841,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Appl Math Optim
426,34333119,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Infect Dis
427,34330988,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
428,34327356,True,False,True,False,False,Chlamydia,Spatiotemporal,2021 Non Covid-19,Lancet Reg Health West Pac
429,34325230,True,False,False,False,False,Covid-19,Agent-based,2021 Covid-19,Comput Biol Med
430,34324605,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
431,34321897,True,False,True,False,False,HFMD,Time Series,2021 Non Covid-19,Infect Drug Resist
432,34316402,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,PeerJ
433,34312573,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Physica A
434,34312473,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
435,34312227,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Proc Natl Acad Sci U S A
436,34310614,True,False,True,True,True,Dengue,Agent-based,2021 Non Covid-19,PLoS Negl Trop Dis
437,34310589,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
438,34308400,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Lancet Reg Health West Pac
439,34307999,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Model
440,34307826,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,SSM Popul Health
441,34307007,False,False,True,True,False,Covid-19,Spatiotemporal,2021 Covid-19,Spat Stat
442,34306043,True,False,True,False,False,Measles,Agent-based,2021 Non Covid-19,Adv Differ Equ
443,34305445,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Soft comput
444,34303266,False,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Comput Biol Med
445,34302820,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Biosci
446,34300045,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,Int J Environ Res Public Health
447,34299945,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Environ Res Public Health
448,34299889,True,False,True,False,False,Influenza illnesses,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
449,34291032,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Front Public Health
450,34291025,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Front Public Health
451,34288969,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,PLoS One
452,34288925,True,False,True,False,True,Influenza illnesses,Time Series,2021 Non Covid-19,PLoS One
453,34283832,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,PLoS Comput Biol
454,34282250,True,False,False,True,True,Covid-19,Compartmental,2021 Covid-19,Sci Rep
455,34281057,True,False,True,False,False,Influenza illnesses,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
456,34277860,True,False,True,False,False,Malaria,Spatiotemporal,2021 Non Covid-19,J Arthropod Borne Dis
457,34277349,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,J Transp Health
458,34277332,False,False,False,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Spat Stat
459,34277145,True,False,True,True,False,Covid-19,Time Series,2021 Covid-19,PeerJ
460,34276139,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Econ Theory
461,34276115,True,False,True,True,False,Covid-19,Spatiotemporal,2021 Covid-19,Int J Forecast
462,34276105,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,Transportation (Amst)
463,34274896,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Health Place
464,34274126,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,Vaccine
465,34269629,True,False,False,True,True,Covid-19,Compartmental,2021 Covid-19,Ann Med
466,34269173,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Euro Surveill
467,34262958,True,False,True,False,False,African trypanosomiasis,Compartmental,2021 Non Covid-19,Front Vet Sci
468,34260633,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
469,34260584,True,False,True,False,False,Rabies/ Lyssavirus,Compartmental,2021 Non Covid-19,PLoS Negl Trop Dis
470,34258483,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Infect Dis Model
471,34257350,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Sci Rep
472,34255985,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J R Soc Interface
473,34254048,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Heliyon
474,34253835,True,False,True,False,False,General (theoretical model),Spatiotemporal,2021 Non Covid-19,Sci Rep
475,34253768,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Sci Rep
476,34253340,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,ISA Trans
477,34252083,True,False,True,True,True,Covid-19,Agent-based,2021 Covid-19,PLoS Comput Biol
478,34249495,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,PeerJ
479,34249124,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Adv Differ Equ
480,34248448,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,Appl Soft Comput
481,34245814,True,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Am J Infect Control
482,34244764,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Epidemiol
483,34242278,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
484,34233967,True,False,True,False,False,Influenza illnesses,Time Series,2021 Non Covid-19,BMJ Open
485,34233622,True,False,True,False,False,Influenza illnesses,Compartmental,2021 Non Covid-19,BMC Infect Dis
486,34230906,True,False,False,False,False,Covid-19,Multiple,2021 Covid-19,Adv Theory Simul
487,34230688,False,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,J Reg Sci
488,34230582,True,False,True,True,False,Covid-19,Spatiotemporal,2021 Covid-19,Sci Rep
489,34228758,True,False,True,False,False,Ebola,Multiple,2021 Non Covid-19,PLoS One
490,34226872,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Int J Appl Comput Math
491,34226787,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Oxf Bull Econ Stat
492,34226756,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Stud Appl Math
493,34226649,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
494,34225650,True,False,True,False,False,HFMD,Compartmental,2021 Non Covid-19,BMC Infect Dis
495,34222840,True,False,False,False,False,Covid-19,Multiple,2021 Covid-19,J Biosaf Biosecur
496,34221823,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J Math Ind
497,34221247,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Eur Phys J Spec Top
498,34218862,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Mayo Clin Proc
499,34218344,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
500,34216636,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Biosci
501,34216635,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Math Biosci
502,34211113,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,J Expo Sci Environ Epidemiol
503,34205809,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Int J Environ Res Public Health
504,34203491,True,False,True,False,False,Leptospirosis,Spatiotemporal,2021 Non Covid-19,Trop Med Infect Dis
505,34202504,True,False,True,False,False,TB and mycobacteria,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
506,34200681,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Int J Environ Res Public Health
507,34199996,True,False,True,False,False,Malaria,Spatiotemporal,2021 Non Covid-19,Int J Environ Res Public Health
508,34192228,True,False,True,True,False,Covid-19,Time Series,2021 Covid-19,Exp Results
509,34188432,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Commun Nonlinear Sci Numer Simul
510,34188342,True,False,False,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Physica D
511,34188073,True,False,False,False,False,Aspergillus,Spatiotemporal,2021 Non Covid-19,Sci Rep
512,34187546,True,True,True,False,False,Vector,Spatiotemporal,2021 Non Covid-19,Parasit Vectors
513,34182972,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,BMC Public Health
514,34179672,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Geohealth
515,34178594,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Results Phys
516,34177316,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Saudi J Biol Sci
517,34176979,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Technol Forecast Soc Change
518,34176029,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
519,34173890,False,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,J Math Biol
520,34162708,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Proc Natl Acad Sci U S A
521,34162556,True,False,True,False,True,RSV,Spatiotemporal,2021 Non Covid-19,Sci Adv
522,34162451,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,Infect Control Hosp Epidemiol
523,34161908,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,Environ Int
524,34156966,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,J Med Internet Res
525,34155422,True,False,True,True,True,General (theoretical model),Agent-based,2021 Non Covid-19,J Intell Inf Syst
526,34154551,True,False,True,False,False,Unspecified (super-category),Time Series,2021 Non Covid-19,BMC Public Health
527,34153840,True,False,True,False,False,Leptospirosis,Spatiotemporal,2021 Non Covid-19,Prev Vet Med
528,34153623,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Epidemics
529,34151134,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,J Healthc Inform Res
530,34150986,True,False,True,True,True,Covid-19,Compartmental,2021 Covid-19,Appl Netw Sci
531,34149967,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Procedia Comput Sci
532,34149835,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Adv Differ Equ
533,34149279,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Bull Natl Res Cent
534,34149236,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Commun Nonlinear Sci Numer Simul
535,34149148,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,GeoJournal
536,34143771,True,False,True,True,True,Chikungunya,Spatiotemporal,2021 Non Covid-19,PLoS Negl Trop Dis
537,34140873,True,False,True,False,False,Dengue,Time Series,2021 Non Covid-19,J Taibah Univ Med Sci
538,34138911,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,PLoS One
539,34136660,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Health Sci Rep
540,34136653,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Health Sci Rep
541,34132978,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,Health Care Manag Sci
542,34131877,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,J Gen Intern Med
543,34131557,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Results Phys
544,34129608,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
545,34127952,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Infect Dis Model
546,34127946,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Model Earth Syst Environ
547,34127757,True,False,False,False,False,Covid-19,Agent-based,2021 Covid-19,Sci Rep
548,34127000,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Int J Health Geogr
549,34123716,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,Results Phys
550,34123390,True,False,True,False,True,Covid-19,Agent-based,2021 Covid-19,R Soc Open Sci
551,34121818,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,Process Saf Environ Prot
552,34115791,True,False,True,False,True,Covid-19,Spatiotemporal,2021 Covid-19,PLoS One
553,34115753,True,False,True,False,False,Dengue,Spatiotemporal,2021 Non Covid-19,PLoS Negl Trop Dis
554,34113657,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Front Robot AI
555,34112588,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,J Formos Med Assoc
556,34112587,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,J Formos Med Assoc
557,34111117,True,False,True,False,False,Dengue,Time Series,2021 Non Covid-19,PLoS Negl Trop Dis
558,34108815,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
559,34107917,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,BMC Infect Dis
560,34106977,True,False,True,True,True,Unspecified (super-category),Time Series,2021 Non Covid-19,PLoS One
561,34105632,True,False,True,False,True,Covid-19,Time Series,2021 Covid-19,Rev Soc Bras Med Trop
562,34104256,True,False,False,True,True,Covid-19,Time Series,2021 Covid-19,Cognit Comput
563,34103789,True,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,Chaos Solitons Fractals
564,34103780,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Ann Oper Res
565,34103325,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,BMJ Glob Health
566,34102403,False,False,False,False,False,Covid-19,Agent-based,2021 Covid-19,Comput Biol Med
567,34101040,False,False,True,False,False,General (theoretical model),Compartmental,2021 Non Covid-19,J Math Biol
568,34098885,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,BMC Infect Dis
569,34097433,True,False,False,True,True,Covid-19,Agent-based,2021 Covid-19,Ann Intern Med
570,34095599,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Ecol Genet Genom
571,34094819,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Results Phys
572,34094795,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Eur Phys J Plus
573,34092919,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
574,34092918,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Nonlinear Dyn
575,34091584,True,False,True,False,False,HIV,Agent-based,2021 Non Covid-19,Sex Transm Dis
576,34086772,True,False,True,True,True,Influenza illnesses,Spatiotemporal,2021 Non Covid-19,PLoS One
577,34083582,True,False,True,False,False,Malaria,Agent-based,2021 Non Covid-19,Sci Rep
578,34079304,True,False,True,False,False,TB and mycobacteria,Time Series,2021 Non Covid-19,Infect Drug Resist
579,34077483,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
580,34076627,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,JMIRx Med
